Genus	Species	Local_Label	decimalLongitude	decimalLatitude	Refs
Alcaeorrhynchus	Alcaeorrhynchus grandis	USA: Florida, Suwanee, Intersection of Highway 129 and US 27. 16m elev.	-82.85000	29.96000	FSCA
Alcaeorrhynchus	Alcaeorrhynchus grandis	USA: Florida, Miami. 1961-XI-28	-80.22000	25.78000	UMSP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: São Paulo	-46.63000	-23.54000	NMPC
Alcaeorrhynchus	Alcaeorrhynchus grandis	ARGENTINA:  Chaco. Coll. Ohnneiser	-59.02000	-27.42000	NMPC
Alcaeorrhynchus	Alcaeorrhynchus grandis	USA: Florida, Highlands County, Venus, Archbold Biological Station, 13km south of Lake Placid	-81.35000	27.18000	NMPC
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Amazonas, Maués, Rio Abacaxis, Flona Pau Rosa. 35m	-58.41000	-5.15000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Amazonas, Rio Abacaxis, Campina Pacamiri	-58.13000	-4.35000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Amazonas, Rio Nhamundá, Cuipiranga	-57.02000	-1.53000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Amazonas, Barcelos, próximo ao rio Unini. 	-61.33000	-1.38000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Mato Grosso, Trivelato, próximo ao Rio Aripuanã. 800m. 	-59.28000	-10.25000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Amazonas, Parque Nacional do Jaú, Igarapé Miracutu.	-61.49000	-1.57000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Porto Estrela, XI 1984 MT. Magn & Alvarenga	-57.22778	-15.32389	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Mato Grosso, Porto Esperidião, XI-1984	-58.46000	-15.85000	INPA
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Minas Gerais, Marliéria, Parque Estadual do Rio Doce	-42.53000	-19.64000	BHMH
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Paraná, Fênix	-51.98000	-23.91000	DZUP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Santa Catarina, Corupá	-49.24000	-26.43000	DZUP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Espírito Santo, Linhares.	-40.06000	-19.39000	DZUP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Rio Grande do Sul, Tramandaí, Praia do Pinhal	-50.23000	-30.24000	UFRG
Alcaeorrhynchus	Alcaeorrhynchus grandis	PARAGUAY:  Dep. Guira, Colonie Indepedenza (?)	-56.26000	-25.80000	EMG
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: São Paulo, Osasco	-46.79090	-23.53310	MZSP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Mato Grosso, São Domingos	-59.06780	-15.28950	MZSP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: São Paulo, Santos	-46.33850	-23.95830	MZSP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Paraíba, Coremas	-37.94640	-7.01600	MZSP
Alcaeorrhynchus	Alcaeorrhynchus grandis	BRAZIL: Goiás, Niquelândia	-48.46200	-14.47210	MZSP
Alcaeorrhynchus	Alcaeorrhynchus phymatophorus	CUBA: Província Guantánamo, montanha El Yunque. 40m	-74.57000	20.35000	NMPC
Alcaeorrhynchus	Alcaeorrhynchus phymatophorus	PUERTO RICO: 1987-VIII-12/18. J. Maldonado	-66.49000	18.24000	DARC
Alcaeorrhynchus	Alcaeorrhynchus phymatophorus	DOMINICAN REPUBLIC: Azua, Vieja Marina	-70.73000	18.45000	Perez-Gelabert & Thomas 2005
Alcaeorrhynchus	Alcaeorrhynchus phymatophorus	DOMINICAN REPUBLIC: Pedernales, Cabo Rojo	-71.63000	17.90000	Perez-Gelabert & Thomas 2005
Alcaeorrhynchus	Alcaeorrhynchus phymatophorus	DOMINICAN REPUBLIC: La Altagracia, Punta Cana	-68.40000	18.58000	Perez-Gelabert & Thomas 2005
Amyotea	Amyotea erythromela	INDONESIA: Kepulauan Bacan	127.50000	-0.58000	Walker 1867
Amyotea	Amyotea erythromela	INDONESIA: Pulau Halmahera	127.85000	0.60000	Kirkaldy 1909
Amyotea	Amyotea erythromela	INDONESIA: Ternate	127.36108	0.79521	Kirkaldy 1909
Amyotea	Amyotea frontalis	INDONESIA: Kepulauan Bacan	127.50000	-0.58000	Walker 1867
Amyotea	Amyotea frontalis	INDONESIA: Pulau Halmahera	127.85000	0.60000	Kirkaldy 1909
Amyotea	Amyotea glaucolimbata	NEW GUINEA: Bismarck islands	150.07100	-5.10730	Thomas 1994
Amyotea	Amyotea hamata	AUSTRALIA: north Queensland / at Garradunga near Innisfail / property of the Hasenpusch family	146.00000	-17.45000	Reid et al. 2009
Amyotea	Amyotea hamata	AUSTRALIA: south-eastern Queensland / Caboolture	152.95000	-27.08000	Coombs & Khan 1998
Amyotea	Amyotea hamata	INDONESIA: Ambon	128.10070	-3.62960	Stål 1870
Amyotea	Amyotea hamata	INDONESIA: Ternate	127.36108	0.79521	Stål 1870
Amyotea	Amyotea hamata	AUSTRALIA: New South Wales, Tweed River.	153.22000	-28.20000	AMS
Amyotea	Amyotea hamata	AUSTRALIA: Queensland, Kuranda, near Barron River. 1949-V.	145.38000	-16.49000	AMS
Amyotea	Amyotea hamata	AUSTRALIA: Queensland, Cairns	145.46000	-16.55000	AMS
Amyotea	Amyotea hamata	PAPUA NEW GUINEA: Northern Province (Oro), Mount Lamington District. (8° 57' S , 148° 9' E),	148.16000	-8.93000	AMS
Amyotea	Amyotea hamata	INDONESIA: Ceram	129.50000	-3.13334	Roell et al. 2023
Amyotea	Amyotea lata	CHINA: Yunnan / Xizang / Chayu county / Shaqiong Village / 1700 m	97.46000	28.65000	Zhao et al. 2011
Amyotea	Amyotea lata	CHINA: Yunnan / Xizang / Jingdong County / 1367 m	100.83000	24.43000	Zhao et al. 2011
Amyotea	Amyotea lata	CHINA: Yunnan / Xizang / Motuo County / Beibeng Village / 881 m	95.16000	29.23000	Zhao et al. 2011 
Amyotea	Amyotea lata	CHINA: Yunnan / Xizang / Xishuangbannan /  Mengla County / Menglun Village / 620 m 	101.25000	21.93000	Zhao et al. 2011 
Amyotea	Amyotea malabarica	INDIA: Chhattisgarh, Raipur	81.63000	21.23000	Biswas et al. 2014
Amyotea	Amyotea malabarica	INDIA: Assam	93.00000	26.00000	Biswas et al. 2014
Amyotea	Amyotea malabarica	INDIA: Karnataka	75.93000	14.66000	Biswas et al. 2014
Amyotea	Amyotea malabarica	INDIA: Maharashtra	76.95000	19.28000	Biswas et al. 2014
Amyotea	Amyotea malabarica	INDIA: West Bengal	88.00000	24.00000	Biswas et al. 2014
Amyotea	Amyotea malabarica	INDIA: Bihar Pusa	85.66000	25.97000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Biligiranga Hills	77.14000	11.99000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Chikmangalur	75.73000	13.49000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Mudigere	75.50000	13.16000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Mysore	76.63000	12.29000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Sidlaghatta	77.89000	13.44000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Pune	73.85000	18.51000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Odisha, Ganjam	84.50000	19.50000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Aska	84.65000	19.61000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Tamil Nadu	78.33000	11.00000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Uttar Pradesh	80.75000	27.25000	Salini 2015
Amyotea	Amyotea malabarica	INDIA: Hebbal	77.58000	13.04000	Salini 2016
Amyotea	Amyotea malabarica	INDIA: Shimoga	75.56000	13.93000	Salini 2016
Amyotea	Amyotea malabarica	INDIA: Attur, Yelahanka	77.59000	13.11000	Salini 2016
Amyotea	Amyotea malabarica	INDIA: Karnataka, Hoskote	77.79000	13.07000	Salini 2016
Amyotea	Amyotea malabarica	INDIA: Savanadurga	77.29000	12.92000	Salini 2016
Amyotea	Amyotea malabarica	INDIA: Hosur	77.83000	12.73000	Salini 2016
Amyotea	Amyotea malabarica	INDIA: Karnataka, Mysore	76.69000	12.29000	Azim 2011
Amyotea	Amyotea malabarica	INDIA: Uttar Pradesh, Agra	78.01000	27.18000	Azim 2011
Amyotea	Amyotea malabarica	INDIA: Bihar / Pusa	85.67000	25.98000	Azim 2011
Amyotea	Amyotea malabarica	INDIA: Karnataka / Attur	77.56000	13.10000	Salini 2016 
Amyotea	Amyotea malabarica	INDIA: Karnataka / Bagalur	77.66000	13.13000	Salini 2016 
Amyotea	Amyotea malabarica	INDIA: Karnataka / Bangalore	77.59000	12.97000	Salini 2016 
Amyotea	Amyotea malabarica	INDIA: Karnataka / Bidadi	77.38000	12.79000	Salini 2016 
Amyotea	Amyotea malabarica	INDIA: Karnataka / Devanahalli	77.71000	13.24000	Salini 2016 
Amyotea	Amyotea malabarica	INDIA: Karnataka / Kolar	78.12000	13.13000	Salini 2016 
Amyotea	Amyotea malabarica	INDIA: Karnataka / Yelahanka	77.59000	13.10000	Salini 2016 
Amyotea	Amyotea malabarica	INDONESIA: Lombok	116.33000	-8.67000	Kirkaldy 1909
Amyotea	Amyotea malabarica	PHILIPPINES: Luzon	121.00000	16.00000	Kirkaldy 1909
Amyotea	Amyotea malabarica	CHINA: Fujian	118.00000	26.25000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	CHINA: Guizhou	107.00000	27.00000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	CHINA: Hainan	109.75000	19.25000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	CHINA: Jiangxi	115.66000	27.66000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	CHINA: Taiwan	121.00000	24.00000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	CHINA: Xiang	112.14000	32.04000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Amyotea	Amyotea malabarica	INDIA: Madhya Pradesh, Jabalpur. 393m	79.96000	23.18000	INHS
Amyotea	Amyotea malabarica	INDONESIA: Java Occ Ma Géde	106.98000	-6.78000	MNHN
Amyotea	Amyotea micans	NEW GUINEA	140.00000	-5.00000	Thomas 1994
Amyotea	Amyotea reciproca	INDONESIA: Misool	130.08000	-1.89000	Walker 1867
Amyotea	Amyotea reciproca	PAPUA NEW GUINEA: Morobe Dist., Wau. 1100m	146.32000	-7.34000	DARC
Amyotea	Amyotea reciproca	PAPUA NEW GUINEA: East Sepik, Sepik River	143.75000	-4.00000	EMG
Anasida	Anasida funebris	SOUTH AFRICA	24.00000	-29.00000	Thomas 1994
Anasida	Anasida orientalis	INDIA: Karnataka	75.93000	14.66000	Salini 2015
Anasida	Anasida orientalis	INDIA: Bombay	72.83000	19.00000	Salini 2015
Anasida	Anasida orientalis	INDIA: Maharashtra	76.95374	19.28911	Pal et al 2023
Anasida	Anasida schoutedeni	ANGOLA: Zaire	13.51000	-6.58000	Thomas 1994
Anasida	Anasida tenebrio	CENTRAL AFRICAN REPUBLIC: Maboké	17.84000	3.83000	Maldès & Pluot-Sigwalt 2004
Anasida	Anasida tenebrio	GUINEA: Mont Nimba, 1600 ft	-8.41000	7.61000	Maldès & Pluot-Sigwalt 2004
Anasida	Anasida tenebrio	GUINEA: Zouguépo	-8.40000	7.70000	Maldès & Pluot-Sigwalt 2004
Anasida	Anasida tenebrio	CAMEROON	12.50000	6.00000	Thomas 1994
Anasida	Anasida tenebrio	DEMOCRATIC REPUBLIC OF CONGO: Faradje	29.40000	3.40000	AMNH
Anasida	Anasida tenebrio	BELGIAN CONGO: Reg. Lag Kivu, Kadjudju	19.59000	-4.95000	MNHN
Anasida	Anasida tenebrio	DEMOCRATIC REPUBLIC OF CONGO: Haut- Uele: Moku Moto	27.61000	2.76000	RMCA
Anasida	Anasida tenebrio	DEMOCRATIC REPUBLIC OF CONGO: Kananga, Luluabourg	22.41000	-5.89000	RMCA
Anasida	Anasida tenebrio	GUINÉE: Mt. Nimba, Lamotte-Roy	-8.42061	7.63776	RMCA
Andrallus	Andrallus spinidens	MADAGASCAR: Tamatave	49.38000	-18.16000	Maldès & Pluot-Sigwalt 2004
Andrallus	Andrallus spinidens	INDIA: Uttar Pradesh, Moradabad	78.77000	28.83000	Azim 2011
Andrallus	Andrallus spinidens	INDIA: New Delhi	77.22000	28.62000	Azim 2011
Andrallus	Andrallus spinidens	HONDURAN: Comayagua	-87.65000	14.46000	Arismendi & Thomas 2003
Andrallus	Andrallus spinidens	HONDURAN: El Paraiso	-85.96000	14.06000	Arismendi & Thomas 2003
Andrallus	Andrallus spinidens	TURKMENISTAN: Balkan	54.65000	40.69000	Gapon & Konstantinov 2006
Andrallus	Andrallus spinidens	INDIA: Chhattisgarh, Raipur	81.63000	21.23000	Biswas et al. 2014
Andrallus	Andrallus spinidens	INDIA: Chhattisgarh, Jagdalpur	82.02000	19.08000	Biswas et al. 2014
Andrallus	Andrallus spinidens	INDIA: Karnataka	75.93000	14.66000	Biswas et al. 2014
Andrallus	Andrallus spinidens	INDIA: Maharashtra	76.95000	19.28000	Biswas et al. 2014
Andrallus	Andrallus spinidens	INDIA: Sikkim	88.50000	27.75000	Biswas et al. 2014
Andrallus	Andrallus spinidens	INDIA: Uttar Pradesh	80.75000	27.75000	Biswas et al. 2014
Andrallus	Andrallus spinidens	INDIA: West Bengal	88.00000	24.00000	Biswas et al. 2014
Andrallus	Andrallus spinidens	PAKISTAN: Tando	68.71000	25.46000	Kandhro et al. 2016
Andrallus	Andrallus spinidens	TURKEY: Izmir, Bornova	27.23000	38.47000	Lodos & Onder 1983
Andrallus	Andrallus spinidens	MEXICO: Veracruz	-96.66000	19.33000	Ortega León 1997
Andrallus	Andrallus spinidens	MEXICO: Veracruz, Veracruz	-96.14000	19.18000	Ortega León 1997
Andrallus	Andrallus spinidens	MEXICO: Veracruz, San Andres Tuxla	-95.21000	18.44000	Ortega León 1997
Andrallus	Andrallus spinidens	HAITI: Port au Prince	-72.33000	18.54000	Perez-Gelabert & Thomas 2005
Andrallus	Andrallus spinidens	INDIA: Assam, Harmatti	93.00000	26.00000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Delhi	77.23000	28.65000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Jharkhand, Ranchi	85.37000	23.33000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Karnataka, Bengaluru	77.59000	12.97000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Mysone	76.63000	12.29000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Ponnampet, Raichur	76.91000	16.16000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Puducherry, Mahe	75.54010	11.70000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Punjab, Amritsar	74.87000	31.62000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Tamil Nadu	78.33000	11.00000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Javadi	78.85000	12.62000	Salini 2015
Andrallus	Andrallus spinidens	INDIA: Kumaon	79.50000	29.83000	Salini 2015
Andrallus	Andrallus spinidens	PAKISTAN: Swat, Barikot	72.22000	34.67000	Ullah et al. 2017
Andrallus	Andrallus spinidens	MEXICO: Veracruz, Los Tuxtlas	-95.00000	18.47000	Brailovsky and Mayorga 1994
Andrallus	Andrallus spinidens	IRAN: Mazandaran, Amol	52.35000	36.46000	Chitgar 2014
Andrallus	Andrallus spinidens	INDIA: Uttar Pradesh, Deoria	83.75000	26.66000	Claver & Jaiswal 2013
Andrallus	Andrallus spinidens	INDIA: Maharashtra, Kolhapur	73.84000	16.96000	Ghate et al 2012
Andrallus	Andrallus spinidens	JAPAN: Miyazaki, Takanabe	131.50000	32.13000	Hyuodo et al 2014
Andrallus	Andrallus spinidens	INDIA: Punjab, Pathankot	75.64000	32.33000	Kaur & Semahagn 2010
Andrallus	Andrallus spinidens	CHINA: Guangdong	113.25000	23.50000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Guangxi	109.00000	24.00000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Guizhou	107.00000	27.00000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Hubei	112.25000	31.00000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Hunan	111.75000	27.66000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Jiangxi	115.66000	27.66000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Taiwan	121.00000	24.00000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	CHINA: Xizang	88.00000	31.66000	Rider & Zheng 2002
Andrallus	Andrallus spinidens	BOTSWANA	24.00000	-22.00000	Thomas 1994
Andrallus	Andrallus spinidens	MALAYSIA	112.50000	2.50000	Thomas 1994
Andrallus	Andrallus spinidens	JAPAN: Okinawa	127.93000	26.50000	Thomas 1994
Andrallus	Andrallus spinidens	INDONESIA: Java	110.00000	-7.49000	Thomas 1994
Andrallus	Andrallus spinidens	INDONESIA: Borneo	114.00000	-1.00000	Thomas 1994
Andrallus	Andrallus spinidens	VIETNAM	107.83000	16.16000	Thomas 1994
Andrallus	Andrallus spinidens	ARGENTINA:  Prov. Cordoba, Dep. Calamuchita, "El Saucé"	-64.54000	-32.05000	UFRG
Andrallus	Andrallus spinidens	INDIA: Central INDIA: Madhya Pradesh, Satpura Hills, Pachmarhi. 1050m	78.43000	22.46000	AMNH
Andrallus	Andrallus spinidens	BRAZIL: Maranhão, Arari	-44.77000	-3.45000	UFRG
Andrallus	Andrallus spinidens	USA: Louisiana, West Baton Rouge Parish	-91.32000	30.47000	AMNH
Andrallus	Andrallus spinidens	USA: Louisiana, New Orleans	-90.07000	29.95000	UFRG
Andrallus	Andrallus spinidens	BRAZIL: Pará, Novo Progresso, Fazenda Florentino, plantação de arroz	-55.23000	-7.07000	UFRG
Andrallus	Andrallus spinidens	SUMATRA: Dolok Merangir.	99.10000	3.11000	AMNH
Andrallus	Andrallus spinidens	USA: Florida, Palm Beach county, Palm Beach	-80.03850	26.70840	FSCA
Andrallus	Andrallus spinidens	USA: Florida, Polk County, Lake Alfred, CR 17 M.	-81.72000	28.09000	FSCA
Andrallus	Andrallus spinidens	USA: Florida, Dade County, Homestead, Arec. Laboratory Reared.	-80.47000	25.46000	FSCA
Andrallus	Andrallus spinidens	USA: Florida, Alachua County, Green Acres	-82.38000	29.64000	FSCA
Andrallus	Andrallus spinidens	USA: Florida, Hendry County, Clewiston	-80.93000	26.75000	DARC
Andrallus	Andrallus spinidens	INDONESIA: Java Ocidental, Bogor City	106.80000	-6.59000	EMG
Andrallus	Andrallus spinidens	USA: Minnesota, Ramsey County. Powder plant woods	-93.06000	44.99000	UMSP
Andrallus	Andrallus spinidens	Java Vole. Gédé	107.00090	-6.77210	MNHN
Andrallus	Andrallus spinidens	BOUTHAN: Maria Basti (M. Durel)	90.43900	27.51930	MNHN
Andrallus	Andrallus spinidens	UGANDA:: Prot. Eastern Mbale Dist., S. of Mt Elgon. 3700 3900 ft	34.54530	1.15050	NHMUK
Andrallus	Andrallus spinidens	BELGIAN CONGO: P.N.U, Mabwe (585m)	26.51380	-8.65440	RMCA
Andrallus	Andrallus spinidens	TANZANIA: Victoria Nyanza: Ukerewe	35.38250	-0.57680	RMCA
Andrallus	Andrallus spinidens	INDONESIA: Sumatra	102.00000	0.00000	ZMUC
Andrallus	Andrallus spinidens	INDIA: Uttarakhand, Pantnagar	79.48830	29.02170	Bhojendra el al. 2020
Andrallus	Andrallus spinidens	INDIA: Uttarakhand, Tanakpur	80.10460	29.07110	Bhojendra el al. 2020
Andrallus	Andrallus spinidens	INDIA: Uttarakhand, Ramnagar	79.12560	29.39450	Bhojendra el al. 2020
Andrallus	Andrallus spinidens	INDIA: Meghalaya	91.33333	25.50000	Pal et al 2023
Apateticus	Apateticus lineolatus	HONDURAN: El Paraíso	-85.96000	14.06000	Arismendi & Thomas 2003
Apateticus	Apateticus lineolatus	HONDURAN: Olancho	-86.38000	14.91000	Arismendi & Thomas 2003
Apateticus	Apateticus lineolatus	USA: New Mexico, Roosevelt	-103.48000	34.02000	Bundy 2012
Apateticus	Apateticus lineolatus	MEXICO: Veracruz, Xalapa de Enriquez	-96.91000	19.53000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Amula	-103.69000	19.28000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Oaxaca	-96.50000	17.00000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Sonora, La Pintada	-110.30000	30.30000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Chihuahua	-106.25000	28.75000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Durango, Santa Lucia	-105.44000	24.09000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Durango, Hidalgo del Parral	-105.90000	27.05000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nuevo Leon, Monterrey	-100.31000	25.67000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nuevo Leon, Cerro Potosi	-100.23000	24.87000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nuevo Leon, Potrero	-100.51000	26.09000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nuevo Leon, Redondo	-99.56000	26.06000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nuevo Leon, Aramberri	-99.82000	24.22000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nuevo Leon, Monte Morelos	-99.75000	25.58000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Tamaulipas, Gomes Farias	-99.15000	23.03000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Tamaulipas, Ciudade Victoria	-99.14000	23.74000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Nayari, Tepic	-104.89000	21.50000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: San Luis Potosi, Ciudad Valles	-99.01000	21.99000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Jalisco, Techaluta	-103.56000	20.09000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Jalisco, Guadalajara	-103.39000	20.66000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Jalisco, Tequila	-103.83000	20.88000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Colima, El Terreno	-103.88000	19.11000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guanajuato, Sauceda	-101.19000	20.89000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Michoacan, Coacolman	-103.16000	18.77000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Michoacan, Uruapan	-102.05000	19.41000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Michoacan, Compuyo	-101.83000	19.16000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Michoacan, La Huacana	-101.87000	18.88000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Michoacan, Cotija de la Paz	-102.70000	19.80000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Michoacan, Tinganbato	-101.86000	19.49000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Veracruz, Almolonga	-96.78000	19.59000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Veracruz, Presidio	-96.97000	19.06000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Veracruz, El Castillo	-96.86000	19.54000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Estado de Mexico, Malinalco	-99.48000	18.89000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Estado de Mexico, Valle de Bravo	-100.13000	19.19000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Estado de Mexico, Temazcaltepec	-98.68000	17.42000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Estado de Mexico, Nevado de Toluca	-99.82000	19.17000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Carrizal de Bravo	-99.83000	17.62000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Ciudad Altamirano	-100.66000	18.35000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Tecpan de Galeana	-100.76000	17.37000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Agua de Obispo	-99.46000	17.31000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Taxco	-99.60000	18.55000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, El Huizteco	-99.60000	18.59000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Acahuizotla de Chilpancingo	-99.46000	17.36000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Guerrero, Mezcala	-99.60000	17.93000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Morelos, Yautepec de Zaragoza	-99.06000	18.88000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Morelos, Cuernavaca	-99.23000	18.92000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Morelos, Tres Cumbres	-99.25000	19.05000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Morelos, Tres Marias	-99.24000	19.05000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Morelos Amatlan	-99.03000	18.97000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Morelos, Villa de Ayala	-99.00000	18.66000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Puebla, Izucar de Matamoros	-98.46000	18.60000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Puebla, Zacango	-98.20000	19.03000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Puebla, Tecamachalco	-97.74000	18.86000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Oaxaca, Monte Alban	-96.76000	17.04000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Oaxaca, Guelatao	-96.48000	17.30000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Chiapas, El Triunfo	-91.86000	16.98000	Ortega León 1997
Apateticus	Apateticus lineolatus	MEXICO: Tabasco, Chontalpa	-93.48000	17.66000	Ortega León 1997
Apateticus	Apateticus lineolatus	COSTA RICA: Cartago, Turrialba	-83.68000	9.90000	Phillips 1983
Apateticus	Apateticus lineolatus	COSTA RICA: Cartago, Pacayas	-84.04000	9.80000	Phillips 1983
Apateticus	Apateticus lineolatus	COSTA RICA: Puntarenas, Monteverde	-84.82000	10.29000	Phillips 1983
Apateticus	Apateticus lineolatus	GUATEMALA: Baja Verapaz, Rabinal	-90.50000	15.11000	Phillips 1983
