Genus	Species	Local_Label	decimalLongitude	decimalLatitude	Refs
Perillus	Perillus bioculatus	MEXICO: Guerrero, Tuxpan	-99.47000	18.38000	Ortega León 1997
Perillus	Perillus bioculatus	MEXICO: Mexico	-99.12000	19.42000	Ortega León 1997
Perillus	Perillus bioculatus	MEXICO: Morelos, Cuautla de Morelos	-98.93000	18.81000	Ortega León 1997
Perillus	Perillus bioculatus	MEXICO: Puebla, Tehuacan	-97.39000	18.46000	Ortega León 1997
Perillus	Perillus bioculatus	MEXICO: Oaxaca, Monte Alban	-96.76000	17.04000	Ortega León 1997
Perillus	Perillus bioculatus	MEXICO: Oaxaca, Tchuantepec	-95.24000	16.32000	Ortega León 1997
Perillus	Perillus bioculatus	USA: North Dakota, Burleigh	-100.46000	46.97000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Cass	-97.24000	46.93000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Divide	-103.48000	48.81000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Grand Forks	-97.03000	47.92000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, McKenzie	-103.39000	47.74000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, McLean	-101.32000	47.60000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Morton	-101.28000	46.71000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Mountrail	-102.35000	48.20000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Ward	-101.54000	48.22000	Rider 2012
Perillus	Perillus bioculatus	USA: North Dakota, Wells	-99.66000	47.58000	Rider 2012
Perillus	Perillus bioculatus	USA: Missouri, Osage Plains	-94.60000	37.99000	Sites et al 2012
Perillus	Perillus bioculatus	USA: Missouri, Ozark	-92.44000	36.64000	Sites et al 2012
Perillus	Perillus bioculatus	USA: Michigan, Alger	-86.54000	46.45000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Antrim	-85.17000	45.00000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Arenac	-83.74000	44.04000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Bay	-83.91587	43.60956	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Benzie	-86.13000	44.61000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Berrien	-86.33000	41.94000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Branch	-85.05000	41.91000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Cass	-85.99000	41.91000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Cheboygan	-84.49000	45.47000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Clinton	-84.60000	42.94000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Eaton	-84.83000	42.59000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Emmet	-84.98000	45.58000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Huron	-82.85000	43.91000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Ingham	-84.37000	42.59000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Kalamazoo	-85.53000	42.24000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Kent	-85.54000	43.03000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Lapeer	-83.22000	43.09000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Livingston	-83.91000	42.60000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Mackinac	-84.76000	45.87000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Macomb	-82.91000	42.67000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Marquette	-87.57000	46.66000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Menominee	-87.50000	45.52000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Midland	-84.24000	43.61000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Missaukee	-85.09000	44.33000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Montcalm	-85.15000	43.31000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Muskegon	-86.24000	43.23000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Oakland	-83.38000	42.66000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Oceana	-86.31000	43.68000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Ottawa	-86.17000	43.00000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Presque	-83.84000	45.39000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Saint Clair	-82.66000	42.93000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Saint Joseph	-85.52000	41.91000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Van Buren	-86.30000	42.28000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Washtenaw	-83.83000	42.25000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Wayne	-83.26000	42.28000	Swanson 2012
Perillus	Perillus bioculatus	USA: Michigan, Wexford	-85.57000	44.33000	Swanson 2012
Perillus	Perillus bioculatus	USA: Washington, Lind	-118.61000	46.97000	Zack 2012
Perillus	Perillus bioculatus	USA: Washington, Prosser	-119.76000	46.20000	Zack 2012
Perillus	Perillus bioculatus	USA: Washington, Vancouver	-122.66000	45.63000	Zack 2012
Perillus	Perillus bioculatus	USA: Washington, Ellensburg	-120.54000	46.99000	Zack 2012
Perillus	Perillus bioculatus	USA: Washington, Pullman	-117.17000	46.73000	Zack 2012
Perillus	Perillus bioculatus	USA: Washington, Moxee	-120.38000	46.55000	Zack 2012
Perillus	Perillus bioculatus	USA: Iowa, Monona County, Onawa	-96.09000	42.02000	INHS
Perillus	Perillus bioculatus	USA: Wisconsin, Wood County, Wisconsin Rapids. 	-89.81000	44.38000	INHS
Perillus	Perillus bioculatus	USA: Pennsylvania, Crawford County, Conneaut Lake. Zahrobsky.	-80.30000	41.60000	CLEV
Perillus	Perillus bioculatus	USA: Wyoming, Yellowstone National Park. 	-110.58000	44.42000	CLEV
Perillus	Perillus bioculatus	USA: Ohio, Cuyahoga County,	-81.69000	41.49000	CLEV
Perillus	Perillus bioculatus	USA: Wisconsin, Winnebago County, Oshkosh	-88.54000	44.02000	MCPM
Perillus	Perillus bioculatus	USA: Virginia, Henry County, Martinsville. 	-79.87000	36.69000	VMNH
Perillus	Perillus bioculatus	USA: Virginia, Wythe County. Vic. Patterson 	-81.08000	36.94000	VMNH
Perillus	Perillus bioculatus	USA: Virginia, Westmoreland County, Montross.	-76.82000	38.09000	VMNH
Perillus	Perillus bioculatus	USA: Minnesota, Ramsey County, Saint Paul, Saint Anthony Park.	-93.19000	44.98000	UMSP
Perillus	Perillus bioculatus	USA: Minnesota, Anoka County. 	-93.38000	45.19000	UMSP
Perillus	Perillus bioculatus	USA: Colorado, El Paso County. 	-104.82000	38.83000	UMSP
Perillus	Perillus bioculatus	USA: Wisconsin, Milwaukee County. 	-87.90000	43.03000	MCPM
Perillus	Perillus bioculatus	USA: Wisconsin, Florence County, Nicolet National Forest, Lost Lake.	-88.55000	45.88000	MCPM
Perillus	Perillus bioculatus	USA: Wisconsin, Waushara County. In house. 	-89.28000	44.07000	MCPM
Perillus	Perillus bioculatus	USA: Minnesota, Itasca State Park. 	-95.18000	47.23000	DARC
Perillus	Perillus bioculatus	USA: Wisconsin, Columbia County, Fall River	-89.04000	43.38000	MCPM
Perillus	Perillus bioculatus	USA: Atascosa, Santa Cruz Mountains	-110.36895	31.56738	Knight 1952
Perillus	Perillus bioculatus	USA: California, Inyo, Lone Pine	-118.06462	36.60626	Knight 1952
Perillus	Perillus bioculatus	USA: Oregon, Corvallis	-123.26204	44.56457	Knight 1952
Perillus	Perillus circumcinctus	USA: Minnesota, Anoka	-93.24000	45.27000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Hennepin	-93.26000	44.97000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Houston	-91.49000	43.67000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Kittson	-96.78000	48.77000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Mille Lacs	-93.63000	45.93000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Otter Tail	-95.70000	46.40000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Pope	-95.44000	45.58000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Sherburne	-93.77000	45.44000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Minnesota, Washington	-92.88000	45.03000	Koch et al 2014
Perillus	Perillus circumcinctus	USA: Connecticut, Colebrook	-73.09000	41.98000	O'Donnell & Schaefer 2012
Perillus	Perillus circumcinctus	USA: Connecticut, Meriden	-72.80000	41.53000	O'Donnell & Schaefer 2012
Perillus	Perillus circumcinctus	USA: Connecticut, Milford	-73.05000	41.22000	O'Donnell & Schaefer 2012
Perillus	Perillus circumcinctus	USA: Connecticut, Durham	-72.68000	41.48000	O'Donnell & Schaefer 2012
Perillus	Perillus circumcinctus	USA: Connecticut, New Haven	-72.92000	41.30000	O'Donnell & Schaefer 2012
Perillus	Perillus circumcinctus	USA: North Dakota, Burleigh	-100.46000	46.97000	Rider 2012
Perillus	Perillus circumcinctus	USA: North Dakota, Cavalier	-98.46000	48.77000	Rider 2012
Perillus	Perillus circumcinctus	USA: North Dakota, Divide	-103.48000	48.81000	Rider 2012
Perillus	Perillus circumcinctus	USA: North Dakota, Ransom	-97.65000	46.45000	Rider 2012
Perillus	Perillus circumcinctus	USA: Missouri, City of Louis	-90.19000	38.62000	Sites et al 2012
Perillus	Perillus circumcinctus	USA: Missouri, Glaciated Plains	-92.50000	38.25000	Sites et al 2012
Perillus	Perillus circumcinctus	USA: Missouri, Ozark	-92.44000	36.64000	Sites et al 2012
Perillus	Perillus circumcinctus	USA: Michigan, Cheboygan	-84.49000	45.47000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Houghton	-88.65000	46.99000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Mecosta	-85.32000	43.64000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Oakland	-83.38000	42.66000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Roscommon	-84.61000	44.33000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Van Buren	-86.30000	42.28000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Washtenaw	-83.83000	42.25000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Michigan, Wayne	-83.26000	42.28000	Swanson 2012
Perillus	Perillus circumcinctus	USA: Illinois, Cook County, Palos Park.	-87.83000	41.66000	INHS
Perillus	Perillus circumcinctus	USA: Minnesota, Mille Lacs County.	-93.65000	45.75000	UMSP
Perillus	Perillus circumcinctus	USA: Minnesota, Hannepin County, Medina, Hamel. 	-93.52000	45.04000	UMSP
Perillus	Perillus circumcinctus	USA: Wisconsin, Milwaukee County.	-87.90000	43.03000	MCPM
Perillus	Perillus confluens	HONDURAN: Valle de Angeles	-87.03000	14.15000	Arismendi & Thomas 2003
Perillus	Perillus confluens	MEXICO: Veracruz, Xalapa de Enriquez	-96.91000	19.53000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Guerrero, Chilpancingo	-99.50000	17.55000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chihuahua, El Sueco	-106.39000	29.90000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chihuahua, El Jaguey	-105.13000	27.02000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: San Luis Potosi, San Luis Potosi	-100.97000	22.14000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Jalisco, Techaluta	-103.56000	20.09000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Colima	-103.72000	19.24000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Michoacan, Uruapan	-102.05000	19.41000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Hidalgo, Tasquillo	-99.34000	20.54000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Veracruz, Mocambo	-96.15000	18.53000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Veracruz, Coatepec	-96.93000	19.45000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Veracruz, Ciudad Aleman	-96.09000	18.18000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Guerrero, Iguala	-99.54000	18.34000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Guerrero, Tasco el Viejo	-99.58000	18.48000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Guerrero, Zumpango del Rio	-99.52000	17.65000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Morelos, Jonacatepec de Leandro Valle	-98.80000	18.68000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Morelos, Yautepec de Zaragoza	-99.06000	18.88000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Puebla, Izucar de Matamoros	-98.46000	18.60000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Puebla, Aclatlan	-98.07000	18.22000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Puebla, Tecamachalco	-97.74000	18.86000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Oaxaca, Santa Cruz	-96.88000	18.15000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Oaxaca, Xoxocotlan	-96.73000	17.02000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Oaxaca, Monte Alban	-96.76000	17.04000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chiapas, Las Cruces	-93.05000	15.93000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chiapas, Tuxtla Gutierrez	-93.11000	16.75000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chiapas, Reserva El Ocote	-94.77000	16.93000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chiapas, Chiapa de Corzo	-93.01000	16.70000	Ortega León 1997
Perillus	Perillus confluens	MEXICO: Chiapas, Trinitaria	-91.93000	16.01000	Ortega León 1997
Perillus	Perillus exaptus	USA: New Mexico, Colfax	-104.64000	36.60000	Bundy 2012
Perillus	Perillus exaptus	USA: New Mexico, Grant	-108.38000	32.73000	Bundy 2012
Perillus	Perillus exaptus	USA: Minnesota, Cass	-94.32000	46.94000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Cook	-90.54000	47.81000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Crow Wing	-94.07000	46.48000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Lake	-91.40000	47.52000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Mille Lacs	-93.63000	45.93000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Olmstead	-92.17000	43.89000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Polk	-96.40000	47.77000	Koch et al 2014
Perillus	Perillus exaptus	USA: Minnesota, Saint Louis	-92.46000	47.58000	Koch et al 2014
Perillus	Perillus exaptus	USA: Connecticut, Thompson	-71.86000	41.95000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, New Haven	-72.92000	41.30000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Gales Ferry	-72.08000	41.42000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Seymour	-73.07000	41.39000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Meriden	-72.80000	41.53000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Portland	-72.64000	41.57000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Wilton	-73.43000	41.19000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, West Wellington	-72.30000	41.88000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Mansfield	-72.19000	41.76000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Coventry	-72.30000	41.77000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Newington	-72.72000	41.69000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, South Meriden	-72.83000	41.51000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, North Stonington	-71.88000	41.44000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Easton	-73.29000	41.25000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Barkhamsted	-72.91000	41.92000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, Lakeville	-73.44000	41.96000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: Connecticut, East Haddam	-72.46000	41.45000	O'Donnell & Schaefer 2012
Perillus	Perillus exaptus	USA: North Dakota, McKenzie	-103.39000	47.74000	Rider 2012
Perillus	Perillus exaptus	USA: North Dakota, Richland	-96.94000	46.26000	Rider 2012
Perillus	Perillus exaptus	USA: North Dakota, Slope	-103.45000	46.44000	Rider 2012
Perillus	Perillus exaptus	USA: Missouri, St Louis	-90.19000	38.62000	Sites et al 2012
Perillus	Perillus exaptus	USA: Michigan, Charlevoix	-85.24000	45.26000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Cheboygan	-84.49000	45.47000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Chippewa	-84.52000	46.32000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Clare	-84.84000	43.98000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Crawford	-84.61000	44.68000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Dickinson	-87.87000	46.00000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Delta	-86.87000	45.79000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Emmet	-84.98000	45.58000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Iosco	-83.51000	44.30000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Lake	-85.80000	43.99000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Livingston	-83.91000	42.60000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Mackinac	-84.76000	45.57000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Marquette	-87.57000	46.66000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Montmorency	-84.12000	45.02000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Newaygo	-85.80000	43.55000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Osceola	-85.32000	43.98000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Roscommon	-84.61000	44.33000	Swanson 2012
Perillus	Perillus exaptus	USA: Michigan, Wexford	-85.57000	44.33000	Swanson 2012
Perillus	Perillus exaptus	USA: Washington, Sand Hills Park	-74.38000	40.53000	Zack 2012
Perillus	Perillus exaptus	USA: New York, Wilmington, Whiteface Mountain trail	-73.90000	44.36000	SIM
Perillus	Perillus exaptus	USA: New York, New York City, Queens, Long Island, Rockaway.	-73.79650	40.59280	SIM
Perillus	Perillus exaptus	USA: New Jersey, Passaic County, Little Falls, Great Notch.	-74.20000	40.87000	SIM
Perillus	Perillus exaptus	USA: New York, Ontario County, Richmond. 	-77.53000	42.82000	SIM
Perillus	Perillus exaptus	USA: New York, Nassau County, Oyster Bay, Massapequa.	-73.47000	40.68000	SIM
Perillus	Perillus exaptus	USA: Pennsylvania, Allegheny County, Wilmerding.	-79.81000	40.39000	CLEV
Perillus	Perillus exaptus	USA: Minnesota, Lake County, Two Harbors.	-91.67000	47.02000	UMSP
Perillus	Perillus exaptus	USA: Minnesota, Mille Lacs County.	-93.65000	45.75000	UMSP
Perillus	Perillus exaptus	USA: Wisconsin, Shawano County, Cloverleaf Lake.	-88.64000	44.69000	DARC
Perillus	Perillus exaptus	USA: Wyoming, Bighorn Mountains, Caribou Creek.	-106.91000	44.17000	DARC
Perillus	Perillus exaptus	CANADA: Ontario (Hudson’s Bay - Albany River?)	-82.22000	51.72000	Roell et al 2023
Perillus	Perillus lunatus	USA: Colorado, near Pingree Park	-105.59778	40.56109	Knight 1952
Perillus	Perillus splendidus	USA: New Mexico, Catron	-108.40000	33.91000	Bundy 2012
Perillus	Perillus splendidus	USA: New Mexico, Doña Ana	-106.83000	32.35000	Bundy 2012
Perillus	Perillus splendidus	USA: New Mexico, Taos	-105.63000	36.57000	Bundy 2012
Perillus	Perillus splendidus	MEXICO: Morelos, Yautepec	-99.06000	18.88000	Ortega León 1997
Perillus	Perillus splendidus	MEXICO: Morelos, Cuernavaca	-99.23000	18.92000	Ortega León 1997
Perillus	Perillus splendidus	USA: California, Lebec	-118.86482	34.84164	Knight 1952
Perillus	Perillus splendidus	USA: California, Claremont	-122.22580	37.86520	Knight 1952
Perillus	Perillus splendidus	USA: California, Kernville	-118.42536	35.75467	Knight 1952
Perillus	Perillus splendidus	USA: California, Newport Bay	-117.90922	33.60836	Knight 1952
Perillus	Perillus splendidus	USA: California, Santa Ana	-117.87358	33.74447	Knight 1952
Perillus	Perillus splendidus	USA: California, Lassen	-120.59000	40.67000	Knight 1952
Perillus	Perillus splendidus	USA: California, Inyo	-117.41000	36.51000	Knight 1952
Perillus	Perillus splendidus	USA: California, San Jacinto	-116.95864	33.78391	Knight 1952
Perillus	Perillus strigipes	USA: New Mexico, Colfax	-104.64000	36.60000	Bundy 2012
Perillus	Perillus strigipes	USA: Connecticut, New Cannan	-73.33000	41.96000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Stratford	-73.13000	41.18000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Shelton	-73.09000	41.31000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Storrs	-72.24000	41.80000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Meriden	-72.80000	41.53000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Colchester	-72.33000	41.57000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Woodbridge	-73.00000	41.35000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, South Meriden	-72.83000	41.51000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Plantsville	-72.89000	41.58000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, North Haven	-72.92000	41.30000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Canton	-72.89000	41.82000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, North Branford	-72.81000	41.27000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Connecticut, Mt, Carmel	-72.88000	41.43000	O'Donnell & Schaefer 2012
Perillus	Perillus strigipes	USA: Missouri, Osage Plains	-94.60000	37.99000	Sites et al 2012
Perillus	Perillus strigipes	USA: Missouri, Ozark	-92.44000	36.64000	Sites et al 2012
Perillus	Perillus strigipes	USA: Pennsylvania, Allegheny County, Wilmerding.	-79.81000	40.39000	CLEV
Picromerus	Picromerus bidens	CHINA: Xinjiang	85.50000	41.50000	Kerzhner 2005
Picromerus	Picromerus bidens	TURKEY: Nevsehir, Urgup	34.94000	38.57000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Ordu, Unye	37.28000	41.13000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Giresun, Segin Kahahisar	38.42000	40.28000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Artvin	41.83000	41.16000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Kirklareli	27.50000	41.66000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Tekirdag	27.50000	41.00000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Biga, Canakkale	27.24000	40.22000	Lodos & Onder 1983
Picromerus	Picromerus bidens	TURKEY: Çorum	34.95000	40.54000	Lodos & Onder 1983
Picromerus	Picromerus bidens	IRAN: Mazandaran, Kalardasht	51.17000	36.51000	Mohaghegh 2008
Picromerus	Picromerus bidens	IRAN: Bandar Anzali	49.45000	37.47000	Mohaghegh 2008
Picromerus	Picromerus bidens	IRAN: Gilan, Asalem	48.95000	37.73000	Mohaghegh 2008
Picromerus	Picromerus bidens	SPAIN: Aragon, Huesca	-0.40000	42.13000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Aragon, Benasque	0.52000	42.60000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Castilla y Leon, Zamora	-6.00000	41.75000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Teruel	-1.10000	40.34000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Zaragoza	-1.00000	41.58000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Cantabria	-4.03000	43.20000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Castilla y Leon, Burgos	-3.70000	42.33000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Salamanca	-6.00000	40.83000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Soria	-2.66000	41.66000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Castilla La Mancha, Cuenca	-2.00000	40.00000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Cataluna, Barcelona	2.15000	41.38000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Galicia, Lugo	-7.50000	43.00000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Pontevedra	-8.64000	42.43000	Tanco 2018
Picromerus	Picromerus bidens	SPAIN: Comunidad Valenciana	-0.75000	39.50000	Tanco 2018
Picromerus	Picromerus bidens	PORTUGAL: Braga	-8.42000	41.55000	Tanco 2018
Picromerus	Picromerus bidens	PORTUGAL: Vila Real	-7.59000	41.54000	Tanco 2018
Picromerus	Picromerus bidens	RUSSIA: Moscow	37.61000	55.75000	Shestakov 2008
Picromerus	Picromerus bidens	CHINA: Anhui	117.16000	31.91000	Rider & Zheng 2002
Picromerus	Picromerus bidens	CHINA: Hebei	115.66000	39.00000	Rider & Zheng 2002
Picromerus	Picromerus bidens	CHINA: Heilongjiang	128.00000	47.75000	Rider & Zheng 2002
Picromerus	Picromerus bidens	CHINA: Jilin	126.16000	43.58000	Rider & Zheng 2002
Picromerus	Picromerus bidens	CHINA: Nei Monggol	114.75000	43.50000	Rider & Zheng 2002
Picromerus	Picromerus bidens	RUSSIA: Primorsky Krai, Vladivostok, Partizansk.	133.12000	43.12000	NHRS
Picromerus	Picromerus bidens	DENMARK: Hovedstaden, Lillerod	12.34000	55.86000	ZMUC
Picromerus	Picromerus bidens	CZECH REPUBLIC: Prague, Prokop Valley. 	14.37000	50.04000	INHS
Picromerus	Picromerus bidens	SLOVAKIA: Slovenské Rudohorí, Klenovsky Vepor	19.76000	48.69000	INHS
Picromerus	Picromerus bidens	HUNGARY: Central Hungary, Budapest. 	19.04000	47.49000	UMSP
Picromerus	Picromerus bidens	SWITZERLAND: Canton of Valais. (Suisse-Valais).	7.54000	46.19000	MZLS
Picromerus	Picromerus bidens	CZECH REPUBLIC: Decin, Jílové, Decinsky Snezník.	14.10000	50.79000	NMPC
Picromerus	Picromerus bidens	CZECH REPUBLIC: Moravia	16.60000	49.19000	NMPC
