genus,Species,Local_Label,decimalLongitude,decimalLatitude,Refs,country,continent,realm,country_level_record
Oplomus,Oplomus festivus,BRAZIL: Mato Grosso,-56,-13,Dellape et al 2003,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Mato Grosso do Sul, Terenos, Fazenda Mirante. ",-54.8677,-20.4517,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Mato Grosso, Cáceres. ",-57.68,-16.07,DZUP,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Mato Grosso, Chapada dos Guimarães. ",-55.75,-15.46,DZUP,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Mocambo, Belém, Pará. ",-48.4602,-1.273,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Pará, Bragança. ",-46.78,-1.06,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Pará, Bujaru.",-48.0335,-1.5262,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Pará, Peixe-Boi.",-47.32,-1.19,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Pará, Serro des Carajas",-50.5886,-6.2822,MNRJ,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Rio de Janeiro, Rio de Janeiro, Corcovado.",-43.21,-22.95,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Rondônia, Ouro Preto d'Oeste. ",-62.25,-10.71,DZUP,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Santa Catarina, Corupá ",-49.2456,-26.4249,MNRJ,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Santa Catarina, Corupá. ",-49.24,-26.43,DZUP,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: São Paulo, São Paulo, USP, Cidade Universitária",-47.84,-21.15,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: São Paulo, sp",-46.6173,-23.5644,NMPC,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,"BRAZIL: Serra Norte, Pará.",-50.1908,-6.0783,UFRG,Brazil,South America,Neotropic,No
Oplomus,Oplomus festivus,COLOMBIA: Magdalena Department,-74.5,10,Roell et al 2023,Colombia,South America,Neotropic,No
Oplomus,Oplomus festivus,PARAGUAY: Assunción,-57.64,-25.28,Dellape et al 2003,Paraguay,South America,Neotropic,No
Oplomus,Oplomus festivus,"VENEZUELA:  Aragua, Henri Pittier National Park.",-67.61,10.38,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus festivus,"VENEZUELA:  Aragua, Henri Pittier National Park. 100m. ",-67.6039,10.3989,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus festivus,"VENEZUELA:  Bolívar, El Dorado.",-61.63,6.71,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus festivus,"VENEZUELA:  Mérida, Hacienda La Victoria, near Santa Cruz de Mora. ",-71.6511,8.4038,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus festivus,"VENEZUELA:  Monagas, Jusepin.",-63.46,9.75,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus mundus,HONDURAN: Atlántida,-86.51,15.73,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Oplomus,Oplomus mundus,HONDURAN: El Paraiso,-85.96,14.06,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Oplomus,Oplomus mundus,HONDURAN: Yoro,-87.7,15.31,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Campeche, 36.8km SW of Escarcega. 100'. ",-90.94,18.39,DARC,México,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Chiapas, Chiapa de Corzo",-93.01,16.7,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Chiapas, Totolapa",-92.67,16.51,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Chiapas, Tuxtla Gutierrez",-93.11,16.75,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Tamaulipas, Gomez Farias",-99.07,22.96,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Tamaulipas, Tomaseno",-99.43,24.25,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus mundus,MEXICO: Veracruz,-96.66,19.33,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mundus,"MEXICO: Veracruz, Metlac",-97.14,18.97,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,HONDURAN: El Paraiso,-85.96,14.06,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Chiapas, Chiapa de Corzo",-93.01,16.7,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Chiapas, Totolapa",-92.67,16.51,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Chiapas, Tuxtla Gutierrez",-93.11,16.75,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Hidalgo, Tialchinal",-99,20.5,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus mutabilis,"MEXICO: Morelos, Amatlan",-99.03,18.97,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Nuevo Leon, Nicolas de las Garzas",-100.83,25.75,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus mutabilis,"MEXICO: Oaxaca, Portillo del Rayo",-96.51,15.98,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Tamaulipas, Ejudo de la Libertad",-98.86,21.5,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Tamaulipas, Gomez Farias",-99.07,22.96,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Tamaulipas, Tomaseno",-99.43,24.25,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus mutabilis,"MEXICO: Veracruz, Huatusco",-96.96,19.14,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Veracruz, Metlac",-96.98,18.83,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus mutabilis,"MEXICO: Veracruz, Orizaba",-97.09,18.85,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"HONDURAN: Santa Bárbara, Lago Yojoa",-87.98,14.86,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Chiapas, Angel ",-92.72,15.86,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Chiapas, Simojovel",-92.67,17.14,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Durango, Las Chirimollas",-104.65,24.02,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus pulcher,"MEXICO: Estado de Mexico, Tejupilco",-100.23,18.86,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Estado de Mexico, Valle de Bravo",-100.13,19.19,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Guadalajara, Autlan de Navarro",-103.39,20.66,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Guerrero, Ixtapa",-101.5839,17.66331,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Guerrero, Teloloapan",-99.93,18.35,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Jalisco, Autlan",-104.36,19.76,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Jalisco, Chapala",-103.02,20.26,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Jalisco, Tequila",-103.83,20.88,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Morelos, Cuernavaca",-99.23,18.92,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Morelos, San Angel",-101.17,28.32,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus pulcher,"MEXICO: Morelos, Villa de Ayala",-99,18.66,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Nayarit, La Mesa",-104.59,21.74,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus pulcher,"MEXICO: Nayarit, SanBlas",-105.32,21.57,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Oaxaca, Pluma",-96.22,17.95,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Puebla, Izucar de Matamoros",-98.46,18.6,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Sinaloa, El Palmito",-105.83,23.56,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus pulcher,"MEXICO: Sinaloa, Mazatlan",-106.4,23.23,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Sinaloa, Ocurahui",-107.5,25,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Sinaloa, Villa Union",-106.21,23.18,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,MEXICO: Tamaulipas. 1985-III-19. Coll S.L. Abeln.,-98.7469,24.5026,DARC,México,North America,Nearctic,No
Oplomus,Oplomus pulcher,MEXICO: Totolapa,-92.67,16.51,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,MEXICO: Veracruz,-96.66,19.33,Gapon & Konstantinov 2006,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Veracruz, Catemaco",-95.11,18.42,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Veracruz, Los Tuxtlas",-95,18.47,Brailovsky & Mayorga 1994,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Veracruz, Orizaba",-97.09,18.85,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Veracruz, Presidio",-96.97,19.06,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Veracruz, San Andres",-95.21,18.44,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Veracruz, Xalapa de Enriquez",-96.91,19.53,Ortega León 1997,México,North America,Neotropic,No
Oplomus,Oplomus pulcher,"MEXICO: Zacatecas, La Ceja",-102.84,23.33,Ortega León 1997,México,North America,Nearctic,No
Oplomus,Oplomus pulchriventris,ARGENTINA: Buenos Aires,-58.37,-34.61,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus pulchriventris,"ARGENTINA: Chaco, Resistencia",-58.98,-27.46,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus pulchriventris,"ARGENTINA: Cordoba, Villa Nueva",-63.24,-32.43,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus pulchriventris,ARGENTINA: Santa Fe,-60.7,-31.64,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus pulchriventris,"ARGENTINA: Santiago del Estero, Río Salado",-60.74,-31.68,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus pulchriventris,"ARGENTINA: Tucuman, San Pedro",-65.22,-26.82,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,ARGENTINA:  Salta,-65.42,-27.78,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ARGENTINA:  Salta, Mojotoro",-65.16,-24.71,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ARGENTINA: Jujuy, Jujuy",-65.31,-24.19,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ARGENTINA: Província de Jujuy, Sierra de Calsha",-65.6818,-23.1973,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,ARGENTINA: Salta,-65.44,-24.75,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ARGENTINA: Salta, Jujuy",-65.41,-24.79,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ARGENTINA: Salta, Mojotoro",-65.31,-24.68,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ARGENTINA: Salta, Rio Carapari. 1945-I-21. Williner S.J.",-63.52,-22.35,UFRG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,ARGENTINA: Tucuman,-65.22,-26.82,EMG,Argentina,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ECUADOR: Napo Prov., 36.5km NE of El Chaco, Cascadas San Rafael, 1200m. ",-77.58,-0.1,NMPC,Ecuador,South America,Neotropic,No
Oplomus,Oplomus punctatus,"ECUADOR: Pastaza Prov., 1.6km SEE of SANTA CLARA 660m.",-77.87,-1.27,NMPC,Ecuador,South America,Neotropic,No
Oplomus,Oplomus punctatus,PERU: Cuzco. ,-71.9392,-13.53,UFRG,Peru,South America,Neotropic,No
Oplomus,Oplomus salamandra,"ARGENTINA: Jujuy, Valle Grande, Río Jordan",-65,-23.5,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus salamandra,ARGENTINA: Misiones,-54.34,-26.81,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus salamandra,"ARGENTINA: Salta, Orán",-64.32,-23.13,Dellape et al 2003,Argentina,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BOLIVIA, Cochabamba Department, Yungas de Palmar",-65.53,-17.11,EMG,Bolivia,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BOLIVIA, La Paz Department, Mapiri, S. Ernesto",-68.21,-15.31,EMG,Bolivia,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BOLIVIA: La Paz, Caranavi",-67.56,-15.83,Dellape et al 2003,Bolivia,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BOLIVIA: La Paz, Coripata",-67.6,-16.3,Dellape et al 2003,Bolivia,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BOLIVIA: La Paz, Coroico",-67.72,-16.19,Dellape et al 2003,Bolivia,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BRAZIL: Pará, Bujaru",-48.05,-1.65,Barão et al 2013,Brazil,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BRAZIL: Pará, Serra Norte",-52.98,-5.48,Barão et al 2013,Brazil,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BRAZIL: Rio de Janeiro, Rio de Janeiro, Corcovado. ",-43.21,-22.95,DZUP,Brazil,South America,Neotropic,No
Oplomus,Oplomus salamandra,"BRAZIL: Rondônia, Ouro Preto do Oeste.",-62.25,-10.71,DZUP,Brazil,South America,Neotropic,No
Oplomus,Oplomus salamandra,ECUADOR: Cuenca,-79,-2.9,Roell et al 2023,Ecuador,South America,Neotropic,No
Oplomus,Oplomus salamandra,FRENCH GUIANA: Kourou,-52.64,5.16,Lupoli 2019,French Guiana,South America,Neotropic,No
Oplomus,Oplomus salamandra,FRENCH GUIANA: Maripasoula,-54.03,3.64,Lupoli 2019,French Guiana,South America,Neotropic,No
Oplomus,Oplomus salamandra,FRENCH GUIANA: Saul,-53.2,3.62,Lupoli 2019,French Guiana,South America,Neotropic,No
Oplomus,Oplomus salamandra,"PANAMA: Achiote Road, Panama Canal Zone",-80.02,9.2268,UFRG,Panama,North America,Neotropic,No
Oplomus,Oplomus salamandra,"PARAGUAY: Central, Villa Elisa",-57.59,-25.36,Dellape et al 2003,Paraguay,South America,Neotropic,No
Oplomus,Oplomus salamandra,"PERU: Cusco, Huayopata, Chontamocco.",-72.54,-13,UFRG,Peru,South America,Neotropic,No
Oplomus,Oplomus salamandra,SURINAME,-55.9519,3.97797,HNHM,Suriname,South America,Neotropic,No
Oplomus,Oplomus salamandra,VENEZUELA: Aragua,-67.16,10,Barão et al 2013,Venezuela,South America,Neotropic,No
Oplomus,Oplomus salamandra,"VENEZUELA: Carabobo, Cuesta de Yuma.",-67.68,10.11,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus salamandra,"VENEZUELA: Mérida, Hacienda La Victoria, near Santa Cruz de Mora. ",-71.64,8.39,UFRG,Venezuela,South America,Neotropic,No
Oplomus,Oplomus salamandra,"VENEZUELA: Zulia, Sierra de Perijá, Rio Yasa. 250m. ",-72.99,9.39,UFRG,Venezuela,South America,Neotropic,No
Ornithosoma,Ornithosoma rivierei,ARGENTINA,-64,-36,Thomas 1992,Argentina,South America,Neotropic,Yes
Parajalla,Parajalla sanguineosignata,"ARGENTINA: Neuquén, Collun",-71.2,-39.96,Dellape et al 2003,Argentina,South America,Neotropic,No
Parajalla,Parajalla sanguineosignata,"ARGENTINA: Patagonia, Valle del Lago Blanco, Chubut",-71.2683,-45.9369,NHMUK,Argentina,South America,Neotropic,No
Parealda,Parealda bouvieri,MICRONESIA: Mariana,145.72143,15.14514,Thomas 1994,Northern Mariana Islands,Oceania,Oceania,No
Perillus,Perillus bioculatus,"MEXICO: Baja California, Progreso",-115.58,32.58,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Chihuahua, El Jaguey",-105.13,27.02,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Chihuahua, El Sueco",-106.39,29.9,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Estado de Mexico, Cuautitlan",-99.21,19.64,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Guerrero, Tuxpan",-99.47,18.38,Ortega León 1997,México,North America,Neotropic,No
Perillus,Perillus bioculatus,MEXICO: Mexico,-99.12,19.42,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Morelos, Cuautla de Morelos",-98.93,18.81,Ortega León 1997,México,North America,Neotropic,No
Perillus,Perillus bioculatus,"MEXICO: Oaxaca, Monte Alban",-96.76,17.04,Ortega León 1997,México,North America,Neotropic,No
Perillus,Perillus bioculatus,"MEXICO: Oaxaca, Tchuantepec",-95.24,16.32,Ortega León 1997,México,North America,Neotropic,No
Perillus,Perillus bioculatus,"MEXICO: Puebla, Tehuacan",-97.39,18.46,Ortega León 1997,México,North America,Neotropic,No
Perillus,Perillus bioculatus,"MEXICO: Sonora, Ciudad Obregon",-109.94,27.48,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Sonora, Querobabi",-111.02,30.05,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Tamaulipas, Metamoros",-97.6,25.72,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"MEXICO: Zacateca, Mejia",-102.85,21.44,Ortega León 1997,México,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Atascosa, Santa Cruz Mountains",-110.36895,31.56738,Knight 1952,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: California, Inyo, Lone Pine",-118.06462,36.60626,Knight 1952,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Colorado, El Paso County. ",-104.82,38.83,UMSP,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Connecticut, Mt. Carmel",-72.88,41.43,O'Donnell & Schaefer 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Connecticut, South Meriden",-72.83,41.51,O'Donnell & Schaefer 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Iowa, Monona County, Onawa",-96.09,42.02,INHS,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Alger",-86.54,46.45,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Antrim",-85.17,45,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Arenac",-83.74,44.04,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Bay",-83.91587,43.60956,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Benzie",-86.13,44.61,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Berrien",-86.33,41.94,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Branch",-85.05,41.91,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Cass",-85.99,41.91,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Cheboygan",-84.49,45.47,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Clinton",-84.6,42.94,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Eaton",-84.83,42.59,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Emmet",-84.98,45.58,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Huron",-82.85,43.91,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Ingham",-84.37,42.59,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Kalamazoo",-85.53,42.24,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Kent",-85.54,43.03,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Lapeer",-83.22,43.09,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Livingston",-83.91,42.6,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Mackinac",-84.76,45.87,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Macomb",-82.91,42.67,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Marquette",-87.57,46.66,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Menominee",-87.5,45.52,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Midland",-84.24,43.61,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Missaukee",-85.09,44.33,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Montcalm",-85.15,43.31,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Muskegon",-86.24,43.23,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Oakland",-83.38,42.66,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Oceana",-86.31,43.68,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Ottawa",-86.17,43,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Presque",-83.84,45.39,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Saint Clair",-82.66,42.93,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Saint Joseph",-85.52,41.91,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Van Buren",-86.3,42.28,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Washtenaw",-83.83,42.25,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Wayne",-83.26,42.28,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Michigan, Wexford",-85.57,44.33,Swanson 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Anoka",-93.24,45.27,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Anoka County. ",-93.38,45.19,UMSP,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Cass",-94.32,46.94,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Chicago",-93.32,44.47,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Dakota",-93.06,44.67,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Goodhue",-92.72,44.4,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Hennepin",-93.26,44.97,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Itasca State Park. ",-95.18,47.23,DARC,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Kanabec",-93.29,45.94,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Le Sueur",-93.73,44.37,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Mille Lacs",-93.63,45.93,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Nicollet",-94.24,44.34,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Olmstead",-92.17,43.89,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Pennington",-96.03,48.06,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Ramsey",-93.09,45.01,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Ramsey County, Saint Paul, Saint Anthony Park.",-93.19,44.98,UMSP,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Rock",-96.25,43.67,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Saint Louis",-92.46,47.58,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Scott",-93.53,44.64,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Minnesota, Stearns",-94.61,45.55,Koch et al 2014,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Missouri, Osage Plains",-94.6,37.99,Sites et al 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: Missouri, Ozark",-92.44,36.64,Sites et al 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: New Mexico, Bernalillo",-106.67,35.05,Bundy 2012,United States,North America,Nearctic,No
Perillus,Perillus bioculatus,"USA: New Mexico, Chaves",-104.46,33.36,Bundy 2012,United States,North America,Nearctic,No
